	mean
prom_972	0.6501301941837921
prom_973	-0.7813517391190639
prom_974	1.0417072125175901
prom_975	1.2489500632914952
prom_976	-0.8495719907313299
prom_977	-0.856063477430966
prom_978	-0.37464561047037637
prom_979	0.4255421366584953
prom_980	-0.8934619782925703
prom_981	1.262658885468366
prom_982	0.2714092423542076
prom_983	0.9047825582250784
prom_984	-0.4580247426033212
prom_985	-0.7566345352097452
prom_986	0.515467554301277
prom_987	2.1388460929646955
prom_988	0.9030245103874235
prom_989	1.4724098505195793
prom_990	-0.28235703775275084
prom_991	-0.4266095577988204
prom_992	0.13898442065612526
prom_993	0.75281143462086
prom_994	0.18669286310452904
prom_995	-1.0301981434128464
prom_996	-1.4102198347175432
prom_997	0.38816962731768456
prom_998	-0.04248135151037872
prom_999	2.797291402594187
prom_1000	-0.4684717484041432
